CaseMonth,OnStreet,Serious_and_Fatal_Injuries
1,CARTHAGE STREET,0
1,CARVERDALE DRIVE,0
1,CASA DRIVE,0
1,CASCADE DRIVE,0
1,CASCADE PLACE,0
1,CASE TERRACE,0
1,CASHMERE LANE,0
1,CASPAR STREET,0
1,CASPER STREET,0
1,CASSANDRA COURT,0
1,CASTLE ACRES DRIVE,0
1,CASTLE GATE,0
1,CASTLE PARK,0
1,CASTLE ROAD,0
1,CASTLE VIEW DRIVE,0
1,CASTLEBAR ROAD,0
1,CASTLEFORD ROAD,0
1,CASTLEMAN ROAD,0
1,CASTLETON ROAD,0
1,CASTLEVIEW DRIVE,0
1,CASTLEWOOD DRIVE,0
1,CATALPA ROAD,0
1,CATARACT STREET,0
1,CATHAWAY PARK,0
1,CATTARAGUS DRIVE,0
1,CAVALIER ROAD NORTH,0
1,CAVE HOLW,0
1,CAVERSHAM WOODS,0
1,CAVERSHAM WOODS ROAD,0
1,CAVES PLACE,0
1,CAYUGA STREET,0
1,CECIL ALLEY,0
1,CEDAR CIRCLE,0
1,CEDAR COVE TRAIL,0
1,CEDAR CREEK TRAIL,0
1,CEDAR ML,0
1,CEDAR PLACE,0
1,CEDAR ROAD,0
1,CEDAR RIDGE DRIVE,0
1,CEDAR ROCK ROAD,0
1,CEDAR STREET,0
1,CEDAR TERRACE,0
1,CEDARFIELD COMMONS,0
1,CEDARGROVE DRIVE,0
1,CEDARHURST DRIVE,0
1,CEDARVIEW,0
1,CEDARWOOD ROAD,0
1,CEDARWOOD TERRACE,0
1,CELEBRATION DRIVE,0
1,CELIA DRIVE,0
1,CENTENNIAL AVENUE,0
1,CENTENNIAL DRIVE,0
1,CENTENNIAL LANE,0
1,CENTENNIAL STREET,0
1,CENTER CROSSING,0
1,CENTER LANE,0
1,CENTER PLACE DRIVE,0
1,CENTER STREET,0
1,CENTERPLACE DRIVE,0
1,CENTERWOOD DRIVE,0
1,CENTRAL AVENUE,1
1,CENTRAL PARK,0
1,CENTRAL SCHOOL DRIVE,1
1,CENTRE DRIVE,0
1,CENTRE PARK,0
1,CENTRE TERRACE,0
1,CHACE STREET,0
1,CHAD CIRCLE,0
1,CHADBOURNE ROAD,0
1,CHADLEE DRIVE,0
1,CHADWELL CIRCLE,0
1,CHADWELL ROAD,0
1,CHADWICK MANOR,0
1,CHALET CIRCLE,1
1,CHALFORD ROAD,0
1,CHAMBERLAIN ROAD,0
1,CHAMBERLAIN STREET,0
1,CHAMBERLIN STREET,0
1,CHAMBERS STREET,0
1,CHAMBORD DRIVE,0
1,CHAMPENEY TERRACE,0
1,CHAMPION AVENUE,0
1,CHAMPLAIN STREET,0
1,CHANCERY LANE,0
1,CHANDLER STREET,0
1,CHANNING WOOD DRIVE,0
1,CHANNING WOODS DRIVE,0
1,CHANTILLY LANE,0
1,CHAPEL HILL DRIVE,0
1,CHAPEL STREET,0
1,CHAPIN STREET,0
1,CHAPIN WAY,0
1,CHAPMAN ALLEY,0
1,CHAPPELL STREET,0
1,CHARDONNAY DRIVE,0
1,CHARING CROSS,0
1,CHARING ROAD,0
1,CHARISMA DRIVE,0
1,CHARISSA RUN,0
1,CHARIT WAY,0
1,CHARLENE DRIVE,0
1,CHARLES AVENUE,0
1,CHARLES STREET,0
1,CHARLESWOOD DRIVE,0
1,CHARLOTTE STREET,0
1,CHARLTON ROAD,0
1,CHARMAINE ROAD,0
1,CHARMWOOD ROAD,0
1,CHARTER CIRCLE,0
1,CHARTER OAKS DRIVE,0
1,CHARTERS WAY,0
1,CHARTWELL COURT,0
1,CHARWOOD CIRCLE,0
1,CHASE ROAD,0
1,CHASE SQ,0
1,CHATEAU SQ,0
1,CHATEAU SQUARE,0
1,CHATHAM GARDENS,0
1,CHATWORTH CIRCLE SOUTH,0
1,CHAUMONT STREET,0
1,CHAUTAUQUA DRIVE,0
1,CHEESE FACTORY ROAD,0
1,CHELMSFORD LANE,0
1,CHELMSFORD ROAD,0
1,CHELSEA MEADOWS DRIVE,0
1,CHELSEA ROAD,0
1,CHELTENHAM ROAD,0
1,CHEMICAL IMAGING LOOP,0
1,CHEMUNG STREET,0
1,CHENIN RUN,0
1,CHERRY CREEK LANE,0
1,CHERRY DRIVE,0
1,CHERRY LAUREL CIRCLE,0
1,CHERRY ROAD,0
1,CHERRY RIDGE BOULEVARD,0
1,CHERRYMEDE CRESCENT,0
1,CHESAPEAKE LANDING,0
1,CHESAPEAKE LNDG,0
1,CHESBROUGH DRIVE,0
1,CHESFIELD LOOKOUT,0
1,CHESHIRE LANE,0
1,CHESTER AVENUE,0
1,CHESTER STREET,0
1,CHESTERFIELD DRIVE,0
1,CHESTERTON ROAD,0
1,CHESTNUT DRIVE,0
1,CHESTNUT HILL DRIVE,0
1,CHESTNUT RIDGE ROAD,0
1,CHESTNUT STREET,1
1,CHESTNUT STREET WEST,0
1,CHESWELL WAY,0
1,CHEVALIN STREET,0
1,CHEVIOT LANE,0
1,CHI MAR DRIVE,0
1,CHI-MAR DRIVE,0
1,CHIGWELL LANE,0
1,CHIGWELL LANE NORTH,0
1,CHIGWELL LANE SOUTH,0
1,CHILD STREET,0
1,CHILI AVENUE,6
1,CHILI AVENUE EXTENSION,0
1,CHILI CENTER COLDWATER ROAD,0
1,CHILI RIGA CENTER ROAD,0
1,CHILI RIGA TOWNLINE ROAD,0
1,CHILI SCOTTSVILLE ROAD,0
1,CHILI TERRACE,0
1,CHILI WHEATLAND TOWNLINE ROAD,0
1,CHILTERN ROAD,0
1,CHIMAYO ROAD,0
1,CHIMNEY HILL ROAD,0
1,CHIPPAWA STREET,0
1,CHIPPENDALE ROAD,0
1,CHIPPENHAM DRIVE,0
1,CHIPPENHAM WAY,0
1,CHIPPING RIDGE,0
1,CHISWICK DRIVE,0
1,CHIYODA DRIVE,0
1,CHRISTIAN AVENUE,0
1,CHRISTIAN STREET,0
1,CHRISTINA DRIVE,0
1,CHRISTOPHER COURT,0
1,CHURCH ROAD,0
1,CHURCH STREET,1
1,CHURCHILL DRIVE,0
1,CHURCHILL DRIVE NORTH,0
1,CHURCHLEA PLACE,0
1,CHURCHVIEW LANE,0
1,CHURCHVILLE RIGA ROAD,0
1,CHURCHVILLE-RIGA ROAD,0
1,CIMARRON DRIVE,0
1,CINDY LANE,0
1,CINNABAR ROAD,0
1,CINNAMON CIRCLE,0
1,CIRCLE LANE,0
1,CIRCLE STREET,0
1,CIRCLE WOOD ROAD,0
1,CITATION DRIVE,0
1,CITRUS DRIVE,0
1,CITY VIEW DRIVE,0
1,CLAIRMONT STREET,0
1,CLAIRMOUNT DRIVE,0
1,CLAIRMOUNT STREET,0
1,CLARDALE DRIVE,0
1,CLARENCE PARK,0
1,CLARET DRIVE,0
1,CLARIDGE CIRCLE,0
1,CLARIISSA STREET,0
1,CLARISSA STREET,0
1,CLARK AVENUE,0
1,CLARK DRIVE,0
1,CLARK PARK,0
1,CLARK ROAD,0
1,CLARK STREET,0
1,CLARKES CROSSING,0
1,CLARKRIDGE DRIVE,0
1,CLARKS CROSSING,0
1,CLARKSON HAMLIN TOWN LINE ROAD,1
1,CLARKSON PARMA TOWN LINE ROAD,3
1,CLARKSON PARMA TN LINE ROAD,0
1,CLARKSON STREET,0
1,CLAY AVENUE,0
1,CLAY HILL,0
1,CLAY ROAD,3
1,CLAYBOURNE ROAD,0
1,CLAYBROOK STREET,0
1,CLAYTON STREET,0
1,CLEARFIELD DRIVE,0
1,CLEARVIEW AVENUE,0
1,CLEARVIEW DRIVE,0
1,CLEARVIEW ROAD,0
1,CLEARWATER CIRCLE,0
1,CLEMATIS STREET,0
1,CLEON STREET,0
1,CLEVELAND STREET,1
1,CLEVERDALE ROAD,0
1,CLIFF STREET,0
1,CLIFFMOR STREET,0
1,CLIFFORD AVENUE,1
1,CLIFFORD STREET,0
1,CLIFFORDALE PARK,0
1,CLIFFPORD AVENUE,0
1,CLIFORD AVENUE,0
1,CLIFTON ROAD,0
1,CLIFTON STREET,0
1,CLINE ROAD,0
1,CLINTON AVENUE NORTH,2
1,CLINTON AVENUE SOUTH,0
1,CLINTON PLACE,0
1,CLINTON STREET,0
1,CLINTWOOD COURT,0
1,CLINTWOOD DRIVE,0
1,CLIO STREET,0
1,CLOONEY DRIVE,0
1,CLOSE HOLLOW DRIVE,0
1,CLOUMBIA AVENUE,0
1,CLOVER DRIVE,0
1,CLOVER HILLS DRIVE,0
1,CLOVER LANE,0
1,CLOVER PARK DRIVE,0
1,CLOVER ROAD,0
1,CLOVER STREET,1
1,CLOVERCREST DRIVE,0
1,CLOVERDALE ROAD,0
1,CLOVERDALE STREET,0
1,CLOVERLAND DRIVE,0
1,CLOVERLEAF DRIVE,0
1,CLOVERWOOD DRIVE,0
1,CLUB DRIVE,0
1,CLUB VIEW DRIVE,0
1,CLYDE STREET,0
1,COACH SIDE LANE,0
1,COACHMAN DRIVE,0
1,COASTAL VIEW DRIVE,0
1,COBB TERRACE,0
1,COBBLERS RUN,0
1,COBBLESTONE COURT,0
1,COBBLESTONE CROSSING,0
1,COBBS HILL DRIVE,0
1,COBBS LANE,0
1,COBLESKILL DRIVE,0
1,COBURG STREET,0
1,CODDINGTON GROVE,0
1,COGDELL CIRCLE,0
1,COLBY STREET,0
1,COLDWATER CRESCENT,0
1,COLDWATER ROAD,0
1,COLE AVENUE,0
1,COLE ROAD,0
1,COLEBOURNE ROAD,0
1,COLEBROOK DRIVE,0
1,COLEBURG CIRCLE,0
1,COLEEN PARK,0
1,COLEGATE STREET,0
1,COLEMAN AVENUE,0
1,COLEMAN CREEK ROAD,0
1,COLEMAN STREET,0
1,COLEMAN TERRACE,0
1,COLERIDGE ROAD,0
1,COLFAX STREET,0
1,COLGATE STREET,0
1,COLIMBIA AVENUE,0
1,COLIN STREET,0
1,COLLAMER ROAD,0
1,COLLEEN WAY,0
1,COLLEGE AVENUE,0
1,COLLEGE GREENE DRIVE,0
1,COLLEGE STREET,0
1,COLLENTON DRIVE,0
1,COLLINGWOOD DRIVE,0
1,COLMAN TERRACE,0
1,COLONIAL CIRCLE,0
1,COLONIAL DRIVE,0
1,COLONIAL PARKWAY,0
1,COLONIAL ROAD,0
1,COLONIAL VILLAGE ROAD,0
1,COLONIST LANE,0
1,COLONNADE DRIVE,0
1,COLONNADE TERRACE,0
1,COLONY DRIVE,0
1,COLONY LANE,0
1,COLONY MANOR DRIVE,0
1,COLORADO DRIVE,0
1,COLUMBIA AVENUE,0
1,COLUMBINE CIRCLE,0
1,COLUMBUS CIRCLE,0
1,COLUMBUS DRIVE,0
1,COLVIN STREET,1
1,COLWICK ROAD,0
1,COMFORT STREET,0
1,COMMENCEMENT DRIVE,0
1,COMMERCE DRIVE,0
1,COMMERCIAL ROAD,0
1,COMMERCIAL STREET,0
1,COMMERCIAL STREET WEST,0
1,COMMODORE PARKWAY,0
1,COMMONS BOULEVARD,0
1,COMMONS WAY,0
1,COMMONWEALTH ROAD,0
1,COMMUNITY MANOR DRIVE,0
1,CONANT ROAD,0
1,CONCORD DRIVE,0
1,CONCORD STREET,0
1,CONE FLOWER DRIVE,0
1,CONEFLOWER DRIVE,0
1,CONGRESS AVENUE,0
1,CONGRESS STREET,0
1,CONKEY AVENUE,0
1,CONKLIN AVENUE,0
1,CONNECTING ROAD,0
1,CONNEMARA DRIVE,0
1,CONNIES LANE,0
1,CONNOR DRIVE,0
1,CONRAD DRIVE,0
1,CONSTANCE WAY EAST,0
1,CONSTANCE WAY WEST,0
1,CONSTITUTION CIRCLE,0
1,CONTINENTAL DRIVE,0
1,COOK DRIVE,0
1,COOK ROAD,0
1,COOK STREET,0
1,COOLIDGE AVENUE,0
1,COOLIDGE ROAD,0
1,COOPER ALLEY,0
1,COOPER ROAD,0
1,COOPER STREET,0
1,COPELAND STREET,0
1,COPLEY STREET,0
1,COPPER BEACH RUN,0
1,COPPER BEECH RUN,0
1,COPPER WOODS,0
1,COPPERFIELD ROAD,0
1,COPPERKETTLE ROAD,0
1,COR MAR LANE,0
1,CORAL WAY,0
1,CORAN CIRCLE,0
1,CORDUROY ROAD,0
1,CORETTA SCOTT CROSSING,0
1,CORINTHIAN STREET,0
1,CORLEY DRIVE,0
1,CORNELIA DRIVE,0
1,CORNELL STREET,0
1,CORNFLOWER DRIVE,0
1,CORNHILL PLACE,0
1,CORNING PARK,0
1,CORNWALL CROSSING,0
1,CORNWALL LANE,0
1,CORONA ROAD,0
1,CORONADO DRIVE,0
1,CORPORATE PLACE,0
1,CORPORATE WOODS,0
1,CORRAL DRIVE,0
1,CORRIGAN STREET,0
1,CORWIN AVENUE,2
1,CORWIN ROAD,0
1,COSMAN TERRACE,0
1,COSMOS DRIVE,0
1,COSTAR STREET,0
1,COSTICH ROAD,0
1,COTTAGE BROOK LANE,0
1,COTTAGE GROVE CIRCLE,0
1,COTTAGE STREET,0
1,COTTONWOOD LANE,0
1,COUCHMAN AVENUE,0
1,COULTON PLACE,0
1,COUNCIL ROCK AVENUE,0
1,COUNCIL STREET,0
1,COUNTESS DRIVE,0
1,COUNTRY CLUB DRIVE,0
1,COUNTRY CLUB ROAD,0
1,COUNTRY CORNER LANE,0
1,COUNTRY CREEK LANE,0
1,COUNTRY DOWNS CIRCLE,0
1,COUNTRY GABLES CIRCLE,0
1,COUNTRY GABLES DRIVE,0
1,COUNTRY LANE,0
1,COUNTRY MANOR DRIVE,0
1,COUNTRY MANOR WAY,0
1,COUNTRY PLACE LANE,0
1,COUNTRY VILLAGE LANE,0
1,COUNTRY WOODS LANE,0
1,COUNTRYSHIRE DRIVE,0
1,COUNTRYSIDE LANE,0
1,COUNTRYSIDE ROAD,0
1,COUNTY CLARE CRESCENT,0
1,COUNTY HIGHWAY 118,0
1,COUNTY HIGHWAY 127,0
1,COUNTY HIGHWAY 132,0
1,COUNTY HIGHWAY 136,0
1,COUNTY HIGHWAY 138,0
1,COUNTY HIGHWAY 139,0
1,COUNTY HIGHWAY 152,0
1,COUNTY HIGHWAY 156,0
1,COUNTY HIGHWAY 164,0
1,COUNTY HIGHWAY 168,0
1,COUNTY HIGHWAY 17,0
1,COUNTY HIGHWAY 18,0
1,COUNTY HIGHWAY 194,0
1,COUNTY HIGHWAY 197,0
1,COUNTY HIGHWAY 208,0
1,COUNTY HIGHWAY 209,0
1,COUNTY HIGHWAY 211,0
1,COUNTY HIGHWAY 215,0
1,COUNTY HIGHWAY 222,0
1,COUNTY HIGHWAY 231,0
1,COUNTY HIGHWAY 234,0
1,COUNTY HIGHWAY 263,0
1,COUNTY HIGHWAY 271,0
1,COUNTY HIGHWAY 34,0
1,COUNTY HIGHWAY 40,0
1,COUNTY HIGHWAY 62,0
1,COUNTY HIGHWAY 64,0
1,COUNTY HIGHWAY 66,0
1,COUNTY HIGHWAY 71,0
1,COUNTY HIGHWAY 85,0
1,COUNTY HIGHWAY 92,0
1,COUNTY HIGHWAY 98,0
1,COUNTY LINE ROAD,0
1,COUNTY ROAD 35,0
1,COUNTY ROAD 41,0
1,COUNTY ROAD 9,0
1,COURT STREET,1
1,COURTENAY CIRCLE,0
1,COURTLY CIRCLE,0
1,COURTNEY DRIVE,0
1,COURTSHIRE LANE,0
1,COVE DRIVE,0
1,COVELL ROAD,0
1,COVENTRY AVENUE,0
1,COVENTRY DRIVE,0
1,COVENTRY RIDGE,0
1,COVERED WAGON TRAIL,0
1,COVERLY STREET,0
1,COVINGTON ROAD,0
1,COX ROAD,0
1,CRAB APPLE LANE,0
1,CRAGG ROAD,0
1,CRAIG HILL DRIVE,0
1,CRAIG STREET,0
1,CRANBERRY LANDING DRIVE,0
1,CRANBERRY ROAD,0
1,CRANBROOK TERRACE,0
1,CRANBROOKE DRIVE,0
1,CRANDON WAY,0
1,CRANE ROAD,0
1,CRANSTON ROAD,0
1,CRAVENWOOD AVENUE,0
1,CRAWFORD STREET,0
1,CREEK HOUSE DRIVE,0
1,CREEK MEADOW LANE,0
1,CREEK RIDGE,0
1,CREEK STREET,0
1,CREEKBEND LANE,0
1,CREEKSIDE DRIVE,0
1,CREEKSIDE LANE,0
1,CREEKVIEW DRIVE,0
1,CREEKWOOD DRIVE,0
1,CREIGHTON LANE,0
1,CRERAND CIRCLE,0
1,CRESCENT BEACH ROAD,0
1,CRESCENT DRIVE,0
1,CRESCENT HILL ROAD,0
1,CRESCENT ROAD,0
1,CREST HILL DRIVE,0
1,CREST ROAD,0
1,CREST STREET,0
1,CREST VIEW DRIVE,0
1,CREST WOOD CIRCLE,0
1,CRESTFIELD DRIVE,0
1,CRESTHILL DRIVE,0
1,CRESTLINE ROAD,0
1,CRESTON COURT,0
1,CRESTVIEW DRIVE,0
1,CRESTWAY LANE,0
1,CRESTWOOD BOULEVARD,0
1,CRICKET HILL DRIVE,0
1,CRIMSON BRAMBLE ROAD,0
1,CRITTENDEN BOULEVARD,1
1,CRITTENDEN ROAD,0
1,CRITTENDEN WAY,0
1,CROCKETT DRIVE,0
1,CROMBIE STREET,0
1,CROMWELL DRIVE,0
1,CROSBY LANE,0
1,CROSMAN TERRACE,0
1,CROSS BOW DRIVE,0
1,CROSS GATES ROAD,0
1,CROSS KEYS OFFICE PARK,0
1,CROSS LANE,0
1,CROSS RIDGE ROAD,0
1,CROSSBOW DRIVE,0
1,CROSSFIELD ROAD,0
1,CROSSGATES ROAD,0
1,CROSSMAN TERRACE,0
1,CROSSOVER ROAD,0
1,CROSSPOINTE LANE,0
1,CROSSROADS LANE,0
1,CROSSWINDS CIRCLE,0
1,CROUCH STREET,0
1,CROWN OAK DRIVE,0
1,CROWNE POINTE DRIVE,0
1,CROYDON ROAD,0
1,CRYSTAL COMMONS DRIVE,0
1,CRYSTAL CREEK DRIVE,0
1,CRYSTAL SPRINGS LANE,0
1,CRYSTAL VALLEY OVERLOOK,0
1,CUBA PLACE,0
1,CULDORF ALLEY,0
1,CULDORF STREET,0
1,CULLENS RUN,0
1,CULVER AVENUE,0
1,CULVER PARKWAY,0
1,CULVER ROAD,3
1,CULVERTON DRIVE,0
1,CUMBERLAND AVENUE,0
1,CUMBERLAND STREET,0
1,CUMBERLAND WAY,0
1,CUMMING STREET,0
1,CUMMINGS STREET,0
1,CUNNINGHAM STREET,0
1,CURLEW STREET,0
1,CURTICE PARK,0
1,CURTICE ROAD,0
1,CURTIS AVENUE,0
1,CURTIS ROAD,0
1,CURTIS STREET,0
1,CURTIS T,0
1,CURTISDALE LANE,0
1,CUSTER STREET,0
1,CUTLER STREET,0
1,CUTTER DRIVE,0
1,CYNTHIA LANE,0
1,CYPRESS STREET,0
1,COPPER KETTLE ROAD,0
1,DA MALLIE STREET,0
1,DA VINCI DRIVE,0
1,DAFFODIL TRAIL,0
1,DAHLIA DRIVE,0
1,DAILEY ROAD,0
1,DAISY STREET,0
1,DAKE AVENUE,0
1,DAKE STREET,0
1,DAKELAND ROAD,0
1,DAKIN STREET,0
1,DAKOTA STREET,0
1,DALAKER DRIVE,0
1,DALE ROAD,0
1,DALE STREET,0
1,DALEY BOULEVARD,0
1,DALIA LANE,0
1,DALKEITH ROAD,0
1,DALLAS DRIVE,0
1,DALSTON ROAD,0
1,DALTON ROAD,0
1,DAMSEN ROAD,0
1,DANA STREET,0
1,DANBURY CIRCLE NORTH,0
1,DANBURY CIRCLE SOUTH,0
1,DANBURY CIRCLE,0
1,DANBY DRIVE,0
1,DANFORTH CRESCENT,0
1,DANFORTH STREET,0
1,DANGELO DRIVE,0
1,DANIEL DRIVE,0
1,DARIEN STREET,0
1,DARROW STREET,0
1,DARTFORD ROAD,0
1,DARTMOUTH STREET,0
1,DARWIN STREET,0
1,DASH STREET,0
1,DAUNTON DRIVE,0
1,DAUS ALLEY,0
1,DAVE PADDOCK WAY,0
1,DAVID AVENUE,0
1,DAVID DRIVE,0
1,DAVIES AVENUE,0
1,DAVIS ROAD,0
1,DAVIS STREET,1
1,DAVY DRIVE,0
1,DAWIN STREET,0
1,DAWN VALLEY DRIVE,0
1,DAWNHAVEN DRIVE,0
1,DAWSON STREET,0
1,DAY PLACE,0
1,DAYLILLY LANE,0
1,DAYLILY LANE,0
1,DAYNE STREET,0
1,DAYTON STREET,0
1,DAYTONA AVENUE,0
1,DE JONGE STREET,0
1,DE MALLIE STREET,0
1,DE NEVE STREET,0
1,DE PAUL DRIVE,0
1,DEAN ROAD,0
1,DEAN SPRING DRIVE,0
1,DEARCOP DRIVE,0
1,DEBBIE LANE,0
1,DEBBY LANE,0
1,DEEP ROCK ROAD,0
1,DEEPROCK ROAD,0
1,DEER CREEK ROAD,0
1,DEER PATH DRIVE,0
1,DEERBORNE LANE,0
1,DEERFIELD DRIVE,0
1,DEERHURST LANE,0
1,DEJONGE STREET,0
1,DEL MONTE STREET,0
1,DELAINA ROSE CIRCLE,0
1,DELAMAINE DRIVE,0
1,DELAMAINE STREET,0
1,DELANCEY COURT,0
1,DELAND ACRES DRIVE,0
1,DELAND PARK A,0
1,DELAND PARK B,0
1,DELANEY DRIVE,0
1,DELANO STREET,0
1,DELAWARE STREET,0
1,DELEMERE BOULEVARD,0
1,DELEVAN STREET,0
1,DELLWOOD CIRCLE,0
1,DELLWOOD DRIVE,0
1,DELLWOOD ROAD,0
1,DELMAR ROAD,0
1,DELMAR STREET,0
1,DELRAY ROAD,0
1,DELTA TERRACE,0
1,DELWOOD DRIVE,0
1,DEMETER DRIVE,0
1,DEMING STREET,0
1,DEMPSEY PLACE,0
1,DENGLER STREET,0
1,DENISE ROAD,0
1,DENNING STREET,0
1,DENONVILLE PLACE,0
1,DENSMORE ROAD,0
1,DENSMORE STREET,0
1,DENVER STREET,2
1,DEPARTURE ROAD,0
1,DEPAUL DRIVE,0
1,DEPEW STREET,0
1,DEQUOIT AVENUE,0
1,DERRICK DRIVE,0
1,DESMOND ROAD,0
1,DESMOND STREET,0
1,DESPATCH DRIVE,0
1,DESPATCH ROAD,0
1,DESSIE HEIGHTS,0
1,DEVILLE DRIVE,0
1,DEVITT ROAD,0
1,DEVON ROAD,0
1,DEVONSHIRE CIRCLE,0
1,DEVONSHIRE COURT,0
1,DEVONWOOD LANE,0
1,DEWBERRY DRIVE,0
1,DEWEY AVENUE,5
1,DEWEY MANOR DRIVE,0
1,DEWEY STREET,0
1,DEWITT ROAD,0
1,DIAMOND PLACE,0
1,DIANE PARK,0
1,DIBBLES TRAIL,0
1,DICKENSON ROAD,0
1,DICKINSON ROAD,0
1,DICKINSON STREET,0
1,DICKINSON CROSSING,0
1,DIEM STREET,0
1,DIERDRE DRIVE,0
1,DIKEMAN ROAD,0
1,DIRINGER PLACE,0
1,DISTRIBUTION LOOP,0
1,DIVISION STREET,0
1,DIX STREET,0
1,DOBSON ROAD,0
1,DOCUMENT DRIVE,0
1,DODGE STREET,0
1,DOERUN DRIVE,0
1,DOEWOOD LANE,0
1,DOGWOOD DRIVE,0
1,DOLMAN DRIVE,0
1,DOLORES DRIVE,0
1,DONA LEA ROAD,0
1,DONALD STREET,0
1,DONCASTER DRIVE,0
1,DONCASTER ROAD,0
1,DONCASTER TR,0
1,DONLON STREET,0
1,DONNA MARIE CIRCLE,0
1,DONNA ROAD,0
1,DONOVAN STREET,0
1,DORADO DRIVE,0
1,DORAN STREET,0
1,DORBETH ROAD,0
1,DORCHESTER ROAD,0
1,DORIAN LANE,0
1,DORINGTON ROAD,0
1,DORIS ROAD,0
1,DORKING ROAD,0
1,DOROTHY AVENUE,0
1,DORSET STREET,0
1,DORSETWOOD DRIVE,0
1,DORSEY ROAD,0
1,DORSTONE ROAD,0
1,DORT CAMERON DRIVE,0
1,DORTMUND CIRCLE,0
1,DOUGLAS FIR DRIVE,0
1,DOUGLAS ROAD,0
1,DOVE STREET,0
1,DOVE TREE LANE,0
1,DOVEHILL CIRCLE,0
1,DOVER PARK,0
1,DOVETAIL LANE,0
1,DOWLING PLACE,0
1,DOWNS MEADOW COURT,0
1,DOWNSVIEW DRIVE,0
1,DRIVE SAMUEL MCCREE WAY,0
1,DRIVE SAMUEL MCREE,0
1,DRIVE SAMUEL MCREE WAY,0
1,DRIVE SAMULE MCREE WAY,0
1,DRAFFIN ROAD,0
1,DRAKE DRIVE,0
1,DRAKE ROAD,0
1,DRAPER STREET,0
1,DRESSER ROAD,0
1,DREXEL DRIVE,0
1,DREXHALL LANE,0
1,DREXMORE ROAD,0
1,DRIVEWAY,0
1,DRIVEWAY ENTRANCE,0
1,DRIVING PARK AVENUE,1
1,DRIVING PARK BOULEVARD,0
1,DRIVING PARK BRG,0
1,DRIVING PARKAVE,0
1,DRUID HILL PARK,0
1,DRUMCLIFF WAY,0
1,DRUMLIN VIEW DRIVE,0
1,DRUMM ROAD,0
1,DRURY LANE,0
1,DRVING PARK AVENUE,0
1,DRYDEN CIRCLE,0
1,DRYER ALLEY,0
1,DUBELBEISS LANE,0
1,DUBLIN ROAD,0
1,DUDLEY STREET,0
1,DUEL DRIVE,0
1,DUFFERN DRIVE,0
1,DUGAN PLACE,0
1,DUKE STREET,0
1,DUMONT STREET,0
1,DUNBAR ROAD,0
1,DUNBAR STREET,0
1,DUNBARTON DRIVE,0
1,DUNBRIDGE CIRCLE,0
1,DUNBRIDGE HTS,0
1,DUNCOTT ROAD,0
1,DUNDAS DRIVE,0
1,DUNDEE DRIVE,0
1,DUNMOW CRESCENT,0
1,DUNN STREET,0
1,DUNN TOWER DRIVE,0
1,DUNNBRIDGE DRIVE,0
1,DUNNING AVENUE,0
1,DUNROVIN LANE,0
1,DUNSMERE DRIVE,0
1,DURAND BOULEVARD,0
1,DURANT PLACE,0
1,DURGIN STREET,0
1,DURHAM STREET,0
1,DURHAM WAY,0
1,DURKAR LANE,0
1,DURKIN ALLEY,0
1,DURNAN STREET,0
1,DURYEA DRIVE,0
1,DUTCH VLY,0
1,DUTCHESS DRIVE,0
1,DUXBURY DRIVE,0
1,DUXBURY ROAD,0
1,DYSON STREET,0
1,EAST BELLAQUA ESTATES DRIVE,0
1,EAST BROAD STREET,0
1,EAST BROOK ROAD,0
1,EAST BUFFALO ROAD,0
1,EAST BUFFALO STREET,0
1,EAST CANAL ROAD,1
1,EAST CHESTNUT STREET,0
1,EAST CHURCH STREET,0
1,EAST COMMERCIAL STREET,0
1,EAST ELM STREET,0
1,EAST FILBERT STREET,0
1,EAST FORK LAKE ROAD,0
1,EAST GRENADIER ROAD,0
1,EAST HENRIETT ROAD,0
1,EAST HENRIETTA ROAD,5
1,EAST HICKORY STREET,0
1,EAST HIGHLAND DRIVE,0
1,EAST IVY STREET,0
1,EAST J WILSON ROAD,0
1,EAST JEFFERSON ROAD,4
1,EAST LAKE AVENUE,0
1,EAST LAKE ROAD,0
1,EAST LINDEN AVENUE,0
1,EAST MAIN STREET,7
1,EAST MANITOU ROAD,0
1,EAST MAPLE AVENUE,0
1,EAST MORENO DRIVE,0
1,EAST PARMA CENTER ROAD,0
1,EAST RIDGE ROAD,0
1,EAST RIVER ROAD,6
1,EAST SPRUCE STREET,0
1,EAST SQUIRE DRIVE,0
1,EAGAN BOULEVARD,0
1,EAGLE PINE WAY,0
1,EAGLE RIDGE CIRCLE,0
1,EAGLE ROCK DRIVE,0
1,EAGLE STREET,0
1,EAGLEHEAD PT,0
1,EAGLEHEAD ROAD,0
1,EAGLES LNDG,0
1,EAGLESFIELD WAY,0
1,EARL STREET,0
1,EAST AIRPORT ROAD,0
1,EAST AVENUE,3
1,EAST BOULEVARD,0
1,EAST DRIVE,0
1,EAST GENESEE STREET,0
1,EAST PARKWAY,0
1,EAST PATH RISE,0
1,EAST STREET,0
1,EAST WALNUT STREET,0
1,EASTBOURNE ROAD,0
1,EASTBROOKE LANE,0
1,EASTGATE DRIVE,0
1,EASTLAND AVENUE,0
1,EASTLAND ROAD,0
1,EASTMAN AVENUE,0
1,EASTMORELAND DRIVE,0
1,EASTON CIRCLE,0
