CaseYear,OnStreet,Serious_and_Fatal_Injuries
2014,SAINT RITA DRIVE,0
2014,SAINT STANISLAUS STREET,0
2014,SALEM ROAD,0
2014,SALINA STREET,0
2014,SALISBURY STREET,0
2014,SALMON CREEK ROAD,0
2014,SALMON RUN,0
2014,SALT ROAD,0
2014,SALTER PLACE,0
2014,SALZER HEIGHTS,0
2014,SALZER HTS,0
2014,SAMANTHAS WAY,0
2014,SAMPSON DRIVE,0
2014,SAMSON DRIVE,0
2014,SAMUEL WAY,0
2014,SAN GABRIEL DRIVE,0
2014,SAN JOSE DRIVE,0
2014,SAN MATEO ROAD,0
2014,SAN RAFAEL DRIVE,0
2014,SAN RON DRIVE,0
2014,SAN ROSE DRIVE,0
2014,SANBORN AVENUE,0
2014,SAND PEBBLE DRIVE,0
2014,SAND PEBBLE LANE,0
2014,SANDALWOOD DRIVE,0
2014,SANDBURY DRIVE,0
2014,SANDER STREET,0
2014,SANDERS FARM DRIVE,0
2014,SANDERS STREET,0
2014,SANDLE DRIVE,0
2014,SANDORIS CIRCLE,0
2014,SANDPIPER HILL,0
2014,SANDPIPER LANE,0
2014,SANDRA LANE,0
2014,SANDRINGHAM ROAD,0
2014,SANDSTONE DRIVE,0
2014,SANDY BROOK DRIVE,0
2014,SANDY LANE,0
2014,SANDYBROOK DRIVE,0
2014,SANDYMOUNT DRIVE,0
2014,SANDYSTONE CIRCLE,0
2014,SANFORD ROAD NORTH,0
2014,SANFORD ROAD SOUTH,0
2014,SANFORD ROAD,0
2014,SANFORD STREET,0
2014,SANNITA DRIVE,0
2014,SANSHARON DRIVE,0
2014,SANTEE STREET,0
2014,SARAH CIRCLE,0
2014,SARANAC STREET,0
2014,SARANC STREET,0
2014,SARATOGA AVENUE,0
2014,SARATOGA STREET,0
2014,SAREDON PLACE,0
2014,SASAN PARKWAY,0
2014,SAUER PLACE,0
2014,SAVAGE ROAD,0
2014,SAVANNAH STREET,0
2014,SAWDEY WAY,0
2014,SAWGRASS DRIVE,0
2014,SAWMILL DRIVE,0
2014,SAWYER STREET,0
2014,SAXTON STREET,0
2014,SAYBROOKE DRIVE,0
2014,SAYNE STREET,0
2014,SCANDIA DRIVE,0
2014,SCARBOROUGH PARK,0
2014,SCARLET MAPLE DRIVE,0
2014,SCARLET PINE CIRCLE,0
2014,SCENIC CIRCLE,0
2014,SCENIC VIEW DRIVE,0
2014,SCHANCK AVENUE,0
2014,SCHEG TERRACE,0
2014,SCHILLING LANE,0
2014,SCHLEGEL ROAD,1
2014,SCHLEY PLACE,0
2014,SCHNACKEL DRIVE,0
2014,SCHOEN PLACE,0
2014,SCHOEN ROAD,0
2014,SCHOLFIELD ROAD,0
2014,SCHOOL ALLEY,0
2014,SCHOOL DRIVE,0
2014,SCHOOL LANE,0
2014,SCHOOL STREET,0
2014,SCHOOLHOUSE LANE,0
2014,SCHUM LANE,0
2014,SCHUM STREET,0
2014,SCHUYLER PARKWAY,0
2014,SCHWARTZ STREET,0
2014,SCIENCE PARKWAY,0
2014,SCIO STREET,0
2014,SCOFIELD ROAD,0
2014,SCOTCH LANE,0
2014,SCOTCH PINE DRIVE,0
2014,SCOTT ALLEY,0
2014,SCOTT LANE,0
2014,SCOTTCROSS LANE,0
2014,SCOTTS HENRIETTA ROAD,0
2014,SCOTTSVILE ROAD,0
2014,SCOTTSVILLE CHILI ROAD,0
2014,SCOTTSVILLE MUMFORD ROAD,6
2014,SCOTTSVILLE ROAD,5
2014,SCOTTSVILLE SERVICE AREA,0
2014,SCOTTSVILLE WEST HENRIETTA ROAD,0
2014,SCOTTSVILLE HENRIETTA ROAD,0
2014,SCOTTSVILLE-MUMFORD ROAD,0
2014,SCOTTTSVILLE ROAD,0
2014,SCR ROAD,0
2014,SCRANTOM STREET,0
2014,SCRIBNER ROAD,0
2014,SEA BREEZE DRIVE,0
2014,SEA BREEZE EXPY,0
2014,SEA VIEW AVENUE,0
2014,SEABROOK STREET,0
2014,SEABURY BOULEVARD,0
2014,SEAFARERS LANE,0
2014,SEAFORD DRIVE,0
2014,SEAGER STREET,0
2014,SEASONS TRAIL,0
2014,SEAWATCH TRAIL,0
2014,SEBASTIAN DRIVE,0
2014,SEDGLEY PARK,0
2014,SELBORNE CHASE,0
2014,SELDEN STREET,0
2014,SELKIRK DRIVE,0
2014,SELLINGER STREET,0
2014,SELYE TERRACE,0
2014,SEMINOLE WAY,0
2014,SEMMEL ROAD,0
2014,SENATOR KEATING BOULEVARD,0
2014,SENECA AVENUE,0
2014,SENECA MANOR DRIVE,0
2014,SENECA MANR DRIVE,0
2014,SENECA PARK AVENUE,0
2014,SENECA PARKWAY,0
2014,SENECA ROAD,0
2014,SEQUOIA DRIVE,0
2014,SERENITY CIRCLE,0
2014,SERVICE ROAD,0
2014,SESQUI DRIVE,0
2014,SETH GREEN DRIVE,0
2014,SETH LAND DRIVE,0
2014,SETHLAND DRIVE,0
2014,SETON COURT,0
2014,SETTLERS LANE,0
2014,SEVERN RIDGE ROAD,0
2014,SEVILLE DRIVE,0
2014,SEWARD STREET,0
2014,SEWILO HILLS DRIVE,0
2014,SEYLE TERRACE,0
2014,SEYLE TRAIL,0
2014,SEYMOUR ROAD,0
2014,SHADBUSH WAY,0
2014,SHADMORE DRIVE,0
2014,SHADOW CREEK DRIVE,0
2014,SHADOW LANE,0
2014,SHADOW PINES DRIVE,0
2014,SHADOW WOOD LANE,0
2014,SHADOWBROOK DRIVE,0
2014,SHADOWLAWN COURT,0
2014,SHADOWMOOR DRIVE,0
2014,SHADY CREEK ROAD,0
2014,SHADY GLEN CIRCLE,0
2014,SHADY LANE DRIVE,0
2014,SHADY PINE LANE,0
2014,SHADY WAY,0
2014,SHADYWOOD DRIVE,0
2014,SHAEMUS DRIVE,0
2014,SHAFER STREET,0
2014,SHAFTSBURY ROAD,0
2014,SHAGBARK WAY,0
2014,SHALE DRIVE,0
2014,SHALLOW BROOK TERRACE,0
2014,SHALLOW CREEK TRAIL,0
2014,SHANBROOK DRIVE,0
2014,SHANLEE DRIVE,0
2014,SHANNON GLEN LANE,0
2014,SHARA PLACE,0
2014,SHARON DRIVE,0
2014,SHAWNEE DRIVE,0
2014,SHEFFER ROAD,0
2014,SHEFFIELD POST,0
2014,SHELBOURNE ROAD,0
2014,SHELBOURNE STREET,0
2014,SHELDON DRIVE,0
2014,SHELDON ROAD,0
2014,SHELDON TERRACE,0
2014,SHELFORD ROAD,0
2014,SHELMONT DRIVE,0
2014,SHELMONT ROAD,0
2014,SHELTER COVE,0
2014,SHELTER STREET,0
2014,SHENANDOAH,0
2014,SHEPARD ROAD,0
2014,SHEPARD STREET,0
2014,SHEPPERTON WAY,0
2014,SHEPPLER STREET,0
2014,SHERATON DRIVE,0
2014,SHERBORNE ROAD,0
2014,SHERMAN STREET,0
2014,SHERRI ANN LANE,0
2014,SHERRY LANE,0
2014,SHERWOOD AVENUE,0
2014,SHERWOOD DRIVE,0
2014,SHETLAND CIRCLE,0
2014,SHILOH COURT,0
2014,SHIPBUILDERS CREEK ROAD,0
2014,SHIRE COURT,0
2014,SHIRE OAKS DRIVE,0
2014,SHIREWOOD DRIVE,0
2014,SHIRLEY STREET,0
2014,SHIRLEY TERRACE,0
2014,SHOECRAFT ROAD,0
2014,SHOEMAKER ROAD,3
2014,SHORE ACRES DRIVE,0
2014,SHORE DRIVE,0
2014,SHORE VISTA DRIVE,0
2014,SHORECLIFF DRIVE,0
2014,SHOREHAM DRIVE,0
2014,SHOREWAY DRIVE,0
2014,SHOREWOOD DRIVE,0
2014,SHORT HILLS DRIVE,0
2014,SHORT STREET,0
2014,SHRUBBERY LANE,0
2014,SHUART STREET,0
2014,SHUMWAY ROAD,0
2014,SIAS LANE,0
2014,SIBLEY PLACE,0
2014,SIBLEY ROAD,0
2014,SIBLEYVILLE LANE,0
2014,SIDNEY STREET,0
2014,SIEBERT PLACE,0
2014,SIEBERT STREET,0
2014,SIERRA DRIVE,0
2014,SIGEL STREET,0
2014,SILKWOOD CIRCLE,0
2014,SILVAROLE DRIVE,0
2014,SILVER BIRCH DRIVE,0
2014,SILVER FOX CIRCLE,0
2014,SILVER OAK DRIVE,0
2014,SILVER RIDGE DRIVE,0
2014,SILVER STREET,0
2014,SILVERBERRY ROAD,1
2014,SILVERDALE DRIVE,0
2014,SILVERLIGHT WAY,0
2014,SILVERWOOD CIRCLE,0
2014,SIMMONS STREET,0
2014,SIMONE CIRCLE,0
2014,SIMONE TERRACE,0
2014,SIMPSON ROAD,0
2014,SIMSBURY LANE,0
2014,SINCLAIR DRIVE,0
2014,SISSON DRIVE,0
2014,SKINNER PARKWAY,0
2014,SKUSE STREET,0
2014,SKY RIDGE DRIVE,0
2014,SKYCREST DRIVE,0
2014,SKYLANE DRIVE,0
2014,SKYVIEW DRIVE,0
2014,SLATE DRIVE,0
2014,SLATER CREEK DRIVE,0
2014,SLAYTON AVENUE,1
2014,SLEEPY HOLLOW,0
2014,SLEEPY HOLW,0
2014,SMALLRIDGE LANE,0
2014,SMALLWOOD DRIVE,0
2014,SMETHWICK COURT,0
2014,SMITH ROAD,0
2014,SMITH STREET,1
2014,SMOKEWOOD LANE,0
2014,SMYLES DRIVE,0
2014,SNOWBERRY CRESCENT,0
2014,SNUG HARBOR COURT,0
2014,SNUG HARBOUR COURT,0
2014,SNUG HBR,0
2014,SOBIESKI STREET,0
2014,SOLMAR DRIVE,0
2014,SOMERDALE DRIVE,0
2014,SOMERSET STREET,0
2014,SOMERSHIRE DRIVE,0
2014,SOMERTON STREET,0
2014,SOMERWORTH DRIVE,0
2014,SONGBIRD LANE,0
2014,SONNET DRIVE,0
2014,SONORA PARKWAY,0
2014,SORRELWOOD LANE,0
2014,SOTHEBY DRIVE,0
2014,SOTHERY PLACE,0
2014,SOUTH AVENUE,3
2014,SOUTH CREEK DRIVE,0
2014,SOUTH DRIVE,0
2014,SOUTH HANGAR ROAD,0
2014,SOUTH ROAD,0
2014,SOUTH STREET,0
2014,SOUTHAMPTON DRIVE,0
2014,SOUTHCROSS TRAIL,0
2014,SOUTHERN DRIVE,0
2014,SOUTHERN PARKWAY,0
2014,SOUTHFIELD DRIVE,0
2014,SOUTHLAND DRIVE,0
2014,SOUTHRIDGE DRIVE,0
2014,SOUTHSHORE PLACE,0
2014,SOUTHVIEW TERRACE,0
2014,SOUTHWICK COURT,0
2014,SOUTHWIND WAY,0
2014,SOUTHWOOD DRIVE,0
2014,SOUTHWOOD LANE,0
2014,SPANISH TRAIL,0
2014,SPARLING DRIVE,0
2014,SPARROW DRIVE,0
2014,SPARTAN DRIVE,0
2014,SPARTAN WAY,0
2014,SPEARMINT DRIVE,0
2014,SPEIGIEL PARK,0
2014,SPENCER ROAD,0
2014,SPENCER STREET,0
2014,SPENCERPORT EXPY,0
2014,SPENCERPORT ROAD,2
2014,SPERRY DRIVE,0
2014,SPICEWOOD LANE,0
2014,SPIEGAL PARK,0
2014,SPIEGEL PARK,0
2014,SPIEGEL PIKE,0
2014,SPIER AVENUE,0
2014,SPINET DRIVE,0
2014,SPINLEY COURT,0
2014,SPLIT RAIL RUN,0
2014,SPLIT ROCK ROAD,0
2014,SPRING FLOWER DRIVE,0
2014,SPRING LANE,0
2014,SPRING STREET,0
2014,SPRING TREE LANE,0
2014,SPRINGBROOK DRIVE,0
2014,SPRINGFIELD AVENUE,0
2014,SPRINGWOOD DRIVE,0
2014,SPRINGWOOD LANE,0
2014,SPRUCE AVENUE,0
2014,SPRUCE LANE,0
2014,SPRUCEWOOD LANE,0
2014,SPYGLASS HILL ROAD,0
2014,SQUAREVIEW LANE,0
2014,SQUIRE DALE LANE,0
2014,SQUIRRELS HEATH ROAD,0
2014,STREET ANDREWS BOULEVARD,0
2014,STREET ANNS DRIVE,0
2014,STREET BRIDGETS DRIVE,0
2014,STREET BRIDGETS STREET,0
2014,STREET CAMILLUS WAY,0
2014,STREET CASIMIR,0
2014,STREET CASIMIR STREET,0
2014,STREET CLAIR STREET,0
2014,STREET ELIAS CIRCLE,0
2014,STREET JACOB STREET,0
2014,STREET JAMES STREET,0
2014,STREET JOHNS DRIVE,0
2014,STREET JOHNS PARK,0
2014,STREET JOHNSVILLE TRAIL,0
2014,STREET JOSEPH STREET,0
2014,STREET MARYS PLACE,0
2014,STREET PATRICK DRIVE,0
2014,STREET PAUL BOULEVARD,0
2014,STREET PAUL STREET,2
2014,STREET PUAL STREET,0
2014,STREET REGIS DRIVE NORTH,0
2014,STREET REGIS DRIVE SOUTH,0
2014,STREET REGIS DRIVE,0
2014,STREET STANISLAUS,0
2014,STREET STANISLAUS STREET,0
2014,STABLEGATE DRIVE,0
2014,STACE STREET,0
2014,STACI LANE,0
2014,STAFFORD WAY,0
2014,STANDISH ROAD,0
2014,STANFIELD TERRACE,0
2014,STANFORD ROAD WEST,0
2014,STANFORD WAY,0
2014,STANLEY STREET,0
2014,STANRIDGE COURT,0
2014,STANTON LANE,0
2014,STANTON STREET,0
2014,STANYALE DRIVE,0
2014,STARLING STREET,0
2014,STARWOOD DRIVE,0
2014,STATE ROUTE 104 EAST,0
2014,STATE ROUTE 104 SERVICE ROAD,0
2014,STATE ROUTE 104 STATE HIGHWAY,0
2014,STATE ROUTE 15,2
2014,STATE ROUTE 153,0
2014,STATE ROUTE 18,1
2014,STATE ROUTE 19,1
2014,STATE ROUTE 19 TRK,0
2014,STATE ROUTE 204,0
2014,STATE ROUTE 250,1
2014,STATE ROUTE 252,1
2014,STATE ROUTE 252A,0
2014,STATE ROUTE 253,0
2014,STATE ROUTE 259,0
2014,STATE ROUTE 260,0
2014,STATE ROUTE 261,0
2014,STATE ROUTE 286,0
2014,STATE ROUTE 31,2
2014,STATE ROUTE 31A,0
2014,STATE ROUTE 33A,2
2014,STATE ROUTE 36,1
2014,STATE ROUTE 360,0
2014,STATE ROUTE 383,0
2014,STATE ROUTE 386,4
2014,STATE ROUTE 390,7
2014,STATE ROUTE 404,0
2014,STATE ROUTE 531,3
2014,STATE ROUTE 531 CONNECTOR,0
2014,STATE ROUTE 64,0
2014,STATE ROUTE 940K,0
2014,STATE ROUTE 940T,0
2014,STATE ROUTE 942B,0
2014,STATE ROUTE 942G,0
2014,STATE ROUTE 946A,0
2014,STATE ROUTE 946B,0
2014,STATE ROUTE 96,0
2014,STATE PARKWAY 947A,0
2014,STATE ROAD,1
2014,STATE ROUTE 390 TO RIDGE ROAD,0
2014,STATE ROUTE 390 TO RIDGE,0
2014,STATE ROUTE 390 TO LAKE ONTARIO STATE PARKWAY,0
2014,STATE ROUTE 531 SERVICE ROAD,0
2014,STATE ROUTE 940T SERVICE ROAD,0
2014,STATE ROUTE 941A,0
2014,STATE ROUTE 941L,0
2014,STATE ROUTE 941V,0
2014,STATE STREET,1
2014,STATION ROAD,0
2014,STATT ROAD,0
2014,STAUDINGER PLACE,0
2014,STEARNS ROAD,0
2014,STEBBINS STREET,0
2014,STEEL STREET,0
2014,STEELE ROAD,0
2014,STEKO AVENUE,0
2014,STENSON STREET,0
2014,STENWICK DRIVE,0
2014,STERLING SQ,0
2014,STERLING STREET,0
2014,STEVE DRIVE,0
2014,STEWART DRIVE,0
2014,STEWART ROAD,0
2014,STEWART STREET,0
2014,STILL MOON CRESCENT,0
2014,STILL POND WAY,0
2014,STILLMOON CRESCENT,0
2014,STILLSON STREET,0
2014,STOCKBRIDGE ROAD,0
2014,STOCKTON LANE,0
2014,STODDARD DRIVE,0
2014,STONE BARN ROAD,0
2014,STONE CREEK LANE,0
2014,STONE FENCE ROAD,0
2014,STONE ROAD,0
2014,STONE RIDGE DRIVE,0
2014,STONE STREET,0
2014,STONECLIFF DRIVE,0
2014,STONECREST DRIVE,0
2014,STONEFIELD PLACE,0
2014,STONEGATE LANE,0
2014,STONEHENGE ROAD,0
2014,STONEHILL DRIVE,0
2014,STONELEIGH COURT,0
2014,STONERIDGE DRIVE,0
2014,STONEWOOD AVENUE,1
2014,STONEWOOD PARK,0
2014,STONEY BROOK ROAD,0
2014,STONEY LONESOME ROAD,0
2014,STONEY PATH LANE,0
2014,STONEYCREEK DRIVE,0
2014,STONINGTON DRIVE,0
2014,STONY BROOK LANE,0
2014,STONY BROOK ROAD,0
2014,STONY POINT ROAD,0
2014,STONY POINT TRAIL,0
2014,STONYPOINT ROAD,0
2014,STOTHARD DRIVE,0
2014,STOTTLE ROAD,0
2014,STOUT STREET,0
2014,STOVER ROAD,0
2014,STOWELL DRIVE,0
2014,STRANAHAN PARK,0
2014,STRASENBURGH DRIVE,0
2014,STRATFORD LANE,0
2014,STRATFORD PARK,0
2014,STRATFORD PIKE,0
2014,STRATHALLAN PARK,0
2014,STRATHALLEN PARK,0
2014,STRATHMORE CIRCLE,0
2014,STRATHMORE DRIVE,0
2014,STRAUB ROAD,0
2014,STRAUB STREET,0
2014,STRAWBERRY HILL ROAD,0
2014,STROHM STREET,0
2014,STRONG STREET,1
2014,STRYKER ROAD,0
2014,STUART ROAD,0
2014,STUDENT LA,0
2014,STUDENT LANE,0
2014,STUDLEY STREET,0
2014,STUNZ STREET,0
2014,STURBRIDGE LANE,0
2014,STUTSON ROAD,0
2014,STUTSON STREET,0
2014,STUYVESANT ROAD,0
2014,SUBURBA AVENUE,0
2014,SUBURBAN COURT,0
2014,SUELLEN DRIVE,0
2014,SUFFOLK STREET,0
2014,SUGAR MAPLE DRIVE,0
2014,SUGAR TREE CIRCLE,0
2014,SUGARCREEK TRAIL,0
2014,SUGARMILLS CIRCLE,0
2014,SULLIVAN STREET,0
2014,SULLYS TRAIL,0
2014,SUMMER GLEN DRIVE,0
2014,SUMMER RIDGE CIRCLE,0
2014,SUMMER SKY DRIVE,0
2014,SUMMER TREE,0
2014,SUMMERTIME TRAIL,0
2014,SUMMERVILLE DRIVE,0
2014,SUMMIT CIRCLE DRIVE,0
2014,SUMMIT DRIVE,0
2014,SUMMIT GROVE PARK,0
2014,SUMMIT GROVE STREET,0
2014,SUMMIT HILL DRIVE,0
2014,SUMMIT KNOLLS DRIVE,0
2014,SUMMIT POINT DRIVE,0
2014,SUMMIT STREET,0
2014,SUMMITVILLE DRIVE,0
2014,SUMNER PARK,0
2014,SUNBERRY DRIVE,0
2014,SUNCREST DRIVE,0
2014,SUNDANCE TRAIL,0
2014,SUNGROVE LANE,0
2014,SUNLEAF DRIVE,0
2014,SUNNINGDALE RISE,0
2014,SUNNY MILL LANE,0
2014,SUNNYSIDE DRIVE,0
2014,SUNNYSIDE LANE,0
2014,SUNRIDGE DRIVE,0
2014,SUNRISE PARK,0
2014,SUNRISE STREET,0
2014,SUNSET BOULEVARD,0
2014,SUNSET CENTER LANE,0
2014,SUNSET DRIVE,0
2014,SUNSET HILL,0
2014,SUNSET POINT ROAD,0
2014,SUNSET STREET,1
2014,SUNSET TRAIL,0
2014,SUNSHINE STREET,0
2014,SUNTRU STREET,0
2014,SUPERIOR ROAD,0
2014,SUPERIOR STREET,0
2014,SUPERIOR TERRACE,0
2014,SURREY GARDEN WAY,0
2014,SURREY HILL LANE,0
2014,SURREY HILL WAY,0
2014,SUSAN LANE,0
2014,SUSQUEHANNA ROAD,0
2014,SUSSEX ROAD,0
2014,SUTER TERRACE,0
2014,SUTHERLAND STREET,0
2014,SUTTERS RUN,0
2014,SUTTON POINT,0
2014,SUTTON POINT ROAD,0
2014,SUTTON PT,0
2014,SWAMP ROAD,0
2014,SWAN STREET,0
2014,SWAN TRAIL,0
2014,SWANSEA PARK,0
2014,SWEDEN HILL ROAD,0
2014,SWEDEN LANE,0
2014,SWEDEN WALKER ROAD,2
2014,SWEET ACRES DRIVE,0
2014,SWEET BIRCH LANE,0
2014,SWEET BRIAR KNOLL,0
2014,SWEET FERN ROAD,0
2014,SWEET PEA DRIVE,0
2014,SWEETS CORNERS ROAD,0
2014,SYCAMORE STREET,0
2014,SYDENHAM ROAD,0
2014,SYKE STREET,0
2014,SYLVAN KNLS,0
2014,SYLVAN ROAD,0
2014,SYLVANIA ROAD,0
2014,SYLVESTER STREET,0
2014,SYLVIA LANE,0
2014,SYMINGTON PLACE,0
2014,SYSTEMS ROAD,0
2014,SAGE BROOK WAY,0
2014,SOPHIA PLACE,0
2014,SOUTHERN HILLS CIRCLE,0
2014,TACOMA STREET,0
2014,TAFT AVENUE,0
2014,TAIT AVENUE,0
2014,TALAMORA TRAIL,0
2014,TALL TREE DRIVE,0
2014,TALLINGER ALLEY,0
2014,TALLWOOD DRIVE,0
2014,TALNUCK DRIVE,0
2014,TALON RUN,0
2014,TALOS WAY,0
2014,TANDOI DRIVE,0
2014,TANGERINE WAY,0
2014,TANTON WAY,0
2014,TARA LANE,0
2014,TARAMINA COURT,0
2014,TARRINGTON ROAD,0
2014,TARRYTOWN DRIVE,0
2014,TARRYTOWN ROAD,0
2014,TARWOOD DRIVE,0
2014,TAY BROOK LANE,0
2014,TAYLOR ROAD,0
2014,TAYLOR STREET,0
2014,TEA OLIVE LANE,0
2014,TEABERRY DRIVE,0
2014,TEAKWOOD DRIVE,0
2014,TEAKWOOD LANE,0
2014,TEAL DRIVE,0
2014,TEAROSE MEADOW LANE,0
2014,TEBOR ROAD,0
2014,TECHNOLOGY BOULEVARD,0
2014,TELCO ROAD,0
2014,TELEPHONE ROAD,0
2014,TELEPHONE ROAD EXTENSION,0
2014,TEMPLE ROAD,0
2014,TENBURY WAY,0
2014,TENNYSON WAY,0
2014,TERALTA STREET,0
2014,TERESA STREET,0
2014,TERMINAL CIRCLE,0
2014,TERMINAL DOCK ROAD,0
2014,TERRACE DRIVE,0
2014,TERRACE HILL DRIVE,0
2014,TERRACE PARK,0
2014,TERRACE PIKE,0
2014,TERRAIN DRIVE,0
2014,TERREL DRIVE,0
2014,TERRY LANE,0
2014,TERRY STREET,0
2014,TEXAS STREET,0
2014,THACKER STREET,0
2014,THACKERY ROAD,0
2014,THATCHER ROAD,0
2014,THAYER ROAD,0
2014,THAYER STREET,0
2014,THENDARA LANE,0
2014,THEODORE STREET,0
2014,THERON STREET,0
2014,THISTLEBERRY LANE,0
2014,THISTLEDOWN DRIVE,0
2014,THISTLEWOOD LANE,0
2014,THOMAS AVENUE,0
2014,THOMAS COVE ROAD,0
2014,THOMAS GROVE,0
2014,THOMAS H JACKSON DRIVE,0
2014,THOMAS STREET,0
2014,THOMASVILLE DRIVE,0
2014,THOMLINSON CIRCLE,0
2014,THOMPSON ROAD,0
2014,THORN APPLE LANE,0
2014,THORN STREET,0
2014,THORNCLIFF ROAD,0
2014,THORNCLIFFE DRIVE,0
2014,THORNDALE TERRACE,0
2014,THORNDYKE ROAD,0
2014,THORNELL ROAD,1
2014,THORNTON ROAD,0
2014,THOROUGHBRED TRAIL,0
2014,THORPE CRESCENT,0
2014,THRUSHWOOD LANE,0
2014,THRUWAY PARK DRIVE,0
2014,THUNDER RIDGE DRIVE,0
2014,THURLOW AVENUE,0
2014,THURSTON AVENUE,0
2014,THURSTON ROAD,1
2014,THYME DRIVE,0
2014,TIAM DRIVE,0
2014,TIERNAN STREET,0
2014,TILDEN STREET,0
2014,TILEGATE GLN,0
2014,TILSIT WAY,0
2014,TILSTONE PLACE,0
2014,TIMARRON TRAIL,0
2014,TIMBER BROOK LANE,0
2014,TIMBER LANE,0
2014,TIMBER RIDGE DRIVE,0
2014,TIMBERLINE DRIVE,0
2014,TIMOTHY LANE,0
2014,TIMROD DRIVE,0
2014,TINDALE DRIVE,0
2014,TINKER TAVERN ROAD,0
2014,TIOGA DRIVE,0
2014,TITUS AVENUE,2
2014,TITUS AVENUE EXTENSION,0
2014,TITUS COURT,0
2014,TOBEY BRK,0
2014,TOBEY COURT,0
2014,TOBEY ROAD,0
2014,TOBEY VILLAGE ROAD,0
2014,TOBEY WOODS,0
2014,TOBIN DRIVE,0
2014,TOBIN ROAD,0
2014,TODD LANE,0
2014,TOMAHAWK TRAIL,0
2014,TONI TERRACE,0
2014,TOPER TRAIL,0
2014,TOPSPIN DRIVE,0
2014,TORREY PINE DRIVE,0
2014,TORRINGTON DRIVE,0
2014,TOTTENHAM ROAD,0
2014,TOWER DRIVE,0
2014,TOWER ROAD,0
2014,TOWN CENTRE DRIVE,0
2014,TOWN HOUSE CIRCLE,0
2014,TOWN PUMP CIRCLE,0
2014,TOWNGATE ROAD,0
2014,TOWNHOME TERRACE,0
2014,TOWNLINE CIRCLE,0
2014,TOWNSEND STREET,0
2014,TOWPATH LANE,0
2014,TRABOLD ROAD,0
2014,TRACY STREET,0
2014,TRADE COURT,0
2014,TRADITIONS PLACE,0
2014,TRAFALGAR STREET,0
2014,TRAFFIC CIRCLE,0
2014,TRAIL CROSSING ROAD,0
2014,TRANSIT WAY,0
2014,TRAVER CIRCLE,0
2014,TRAVERS CIRCLE,0
2014,TRAVERS STREET,0
2014,TRAYMORE ROAD,0
2014,TREE BROOK DRIVE,0
2014,TREE LINE DRIVE,0
2014,TREE TOP LANE,0
2014,TREELINE DRIVE,0
2014,TREETOP DRIVE,0
2014,TRELAWNE DRIVE,0
2014,TREMONT CIRCLE,0
2014,TREMONT STREET,0
2014,TRENAMAN STREET,0
2014,TRENTO STREET,0
2014,TRESTLE TRAIL,0
2014,TREVOR COURT ROAD,0
2014,TREYER STREET,0
2014,TRILLIUM LANE,0
2014,TRIMMER ROAD,0
2014,TRINIDAD STREET,0
2014,TRINITY SCH,0
2014,TRINITY SCHOOL,0
2014,TRIPLE DIAMOND WAY,0
2014,TROLLEY BOULEVARD,0
2014,TROUP STREET,0
2014,TROUTBECK LANE,0
2014,TROWBRIDGE ROAD,0
2014,TROWBRIDGE STREET,0
2014,TROWBRIDGE TRAIL,0
2014,TROY ROAD,0
2014,TRUE HICKORY DRIVE,0
2014,TRUESDALE STREET,0
2014,TRUST STREET,0
2014,TRUSTEE ROAD,0
2014,TRYON ESTS,0
2014,TRYON PARK,0
2014,TUBMAN WAY,0
2014,TULANE PARKWAY,0
2014,TULLY LANE,0
2014,TUMBLEWEED DRIVE,0
2014,TURIK HILL ROAD,0
2014,TURK HILL PARK,0
2014,TURK HILL ROAD,1
2014,TURKHILL ROAD,0
2014,TURNER DRIVE,0
2014,TURNER STREET,0
2014,TURNING LEAF DRIVE,0
2014,TURNING LEAF LANE,0
2014,TURPIN STREET,0
2014,TURTLE CREEK,0
2014,TURTLE ROCK LANE,0
2014,TUSCARORA DRIVE,0
2014,TUXFORD ROAD,0
2014,TWILIGHT DRIVE,0
2014,TWIN BEECHES,0
2014,TWIN BEECHES DRIVE,0
2014,TWIN BROOKS ROAD,0
2014,TWIN CIRCLE DRIVE,0
2014,TWIN OAK DRIVE,0
2014,TWIN PINES COURT,0
2014,TWINING COURT,0
2014,TYLER DRIVE,0
2014,TYLER STREET,0
2014,TYLER TERRACE,0
2014,TYLER TRAIL,0
2014,TYNEDALE WAY,0
2014,THRUSH FIELD WAY,0
2014,ULANA LANE,0
2014,UNDERWOOD AVENUE,0
2014,UNIMAN PLACE,0
2014,UNION HILL DRIVE,0
2014,UNION PARK,0
2014,UNION POINTE DRIVE,0
2014,UNION SQUARE BOULEVARD,0
2014,UNION STREET,1
2014,UNION STREET NORTH,0
2014,UNION STREET SOUTH,0
2014,UNION STATION ROAD,0
2014,UNIVERISTY AVENUE,0
2014,UNIVERSITY AVENUE,2
2014,UNIVERSITY COMMONS,0
2014,UNNAMED STREET,0
2014,UPLAND DRIVE,0
2014,UPPER FALL BOULEVARD,0
2014,UPPER FALLS BOULEVARD,0
2014,UPPER VALLEY ROAD,0
2014,UPPERFALLS BOULEVARD,0
2014,UPTON AVENUE,0
2014,UPTON COURT,0
2014,UPTON PARK,0
2014,UPTON PLACE,0
2014,UPTON STREET,0
2014,UTAH ALLEY,0
2014,UTICA STREET,0
2014,UUPER FALLS BOULEVARD,0
2014,VALAIS COURT,0
2014,VALENCIA DRIVE,0
