CaseYear,OnStreet,Serious_and_Fatal_Injuries
2024,COOPER ROAD,0
2024,COOPER STREET,0
2024,COPELAND STREET,0
2024,COPLEY STREET,0
2024,COPPER BEACH RUN,0
2024,COPPER BEECH RUN,0
2024,COPPER WOODS,0
2024,COPPERFIELD ROAD,0
2024,COPPERKETTLE ROAD,0
2024,COR MAR LANE,0
2024,CORAL WAY,0
2024,CORAN CIRCLE,0
2024,CORDUROY ROAD,0
2024,CORETTA SCOTT CROSSING,0
2024,CORINTHIAN STREET,0
2024,CORLEY DRIVE,0
2024,CORNELIA DRIVE,0
2024,CORNELL STREET,0
2024,CORNFLOWER DRIVE,0
2024,CORNHILL PLACE,0
2024,CORNING PARK,0
2024,CORNWALL CROSSING,0
2024,CORNWALL LANE,0
2024,CORONA ROAD,3
2024,CORONADO DRIVE,0
2024,CORPORATE PLACE,0
2024,CORPORATE WOODS,0
2024,CORRAL DRIVE,0
2024,CORRIGAN STREET,0
2024,CORWIN AVENUE,0
2024,CORWIN ROAD,0
2024,COSMAN TERRACE,0
2024,COSMOS DRIVE,0
2024,COSTAR STREET,0
2024,COSTICH ROAD,0
2024,COTTAGE BROOK LANE,0
2024,COTTAGE GROVE CIRCLE,0
2024,COTTAGE STREET,0
2024,COTTONWOOD LANE,0
2024,COUCHMAN AVENUE,0
2024,COULTON PLACE,0
2024,COUNCIL ROCK AVENUE,0
2024,COUNCIL STREET,0
2024,COUNTESS DRIVE,0
2024,COUNTRY CLUB DRIVE,0
2024,COUNTRY CLUB ROAD,0
2024,COUNTRY CORNER LANE,0
2024,COUNTRY CREEK LANE,0
2024,COUNTRY DOWNS CIRCLE,0
2024,COUNTRY GABLES CIRCLE,0
2024,COUNTRY GABLES DRIVE,0
2024,COUNTRY LANE,0
2024,COUNTRY MANOR DRIVE,0
2024,COUNTRY MANOR WAY,0
2024,COUNTRY PLACE LANE,0
2024,COUNTRY VILLAGE LANE,0
2024,COUNTRY WOODS LANE,0
2024,COUNTRYSHIRE DRIVE,0
2024,COUNTRYSIDE LANE,0
2024,COUNTRYSIDE ROAD,0
2024,COUNTY CLARE CRESCENT,0
2024,COUNTY HIGHWAY 118,0
2024,COUNTY HIGHWAY 127,0
2024,COUNTY HIGHWAY 132,0
2024,COUNTY HIGHWAY 136,0
2024,COUNTY HIGHWAY 138,0
2024,COUNTY HIGHWAY 139,0
2024,COUNTY HIGHWAY 152,0
2024,COUNTY HIGHWAY 156,0
2024,COUNTY HIGHWAY 164,0
2024,COUNTY HIGHWAY 168,0
2024,COUNTY HIGHWAY 17,0
2024,COUNTY HIGHWAY 18,0
2024,COUNTY HIGHWAY 194,0
2024,COUNTY HIGHWAY 197,0
2024,COUNTY HIGHWAY 208,0
2024,COUNTY HIGHWAY 209,0
2024,COUNTY HIGHWAY 211,0
2024,COUNTY HIGHWAY 215,0
2024,COUNTY HIGHWAY 222,0
2024,COUNTY HIGHWAY 231,0
2024,COUNTY HIGHWAY 234,0
2024,COUNTY HIGHWAY 263,0
2024,COUNTY HIGHWAY 271,0
2024,COUNTY HIGHWAY 34,0
2024,COUNTY HIGHWAY 40,0
2024,COUNTY HIGHWAY 62,0
2024,COUNTY HIGHWAY 64,0
2024,COUNTY HIGHWAY 66,0
2024,COUNTY HIGHWAY 71,0
2024,COUNTY HIGHWAY 85,0
2024,COUNTY HIGHWAY 92,0
2024,COUNTY HIGHWAY 98,0
2024,COUNTY LINE ROAD,0
2024,COUNTY ROAD 35,0
2024,COUNTY ROAD 41,0
2024,COUNTY ROAD 9,0
2024,COURT STREET,0
2024,COURTENAY CIRCLE,0
2024,COURTLY CIRCLE,0
2024,COURTNEY DRIVE,1
2024,COURTSHIRE LANE,0
2024,COVE DRIVE,0
2024,COVELL ROAD,0
2024,COVENTRY AVENUE,0
2024,COVENTRY DRIVE,0
2024,COVENTRY RIDGE,0
2024,COVERED WAGON TRAIL,0
2024,COVERLY STREET,0
2024,COVINGTON ROAD,0
2024,COX ROAD,0
2024,CRAB APPLE LANE,0
2024,CRAGG ROAD,0
2024,CRAIG HILL DRIVE,0
2024,CRAIG STREET,0
2024,CRANBERRY LANDING DRIVE,0
2024,CRANBERRY ROAD,0
2024,CRANBROOK TERRACE,0
2024,CRANBROOKE DRIVE,0
2024,CRANDON WAY,0
2024,CRANE ROAD,0
2024,CRANSTON ROAD,0
2024,CRAVENWOOD AVENUE,0
2024,CRAWFORD STREET,0
2024,CREEK HOUSE DRIVE,0
2024,CREEK MEADOW LANE,0
2024,CREEK RIDGE,0
2024,CREEK STREET,0
2024,CREEKBEND LANE,0
2024,CREEKSIDE DRIVE,0
2024,CREEKSIDE LANE,0
2024,CREEKVIEW DRIVE,0
2024,CREEKWOOD DRIVE,0
2024,CREIGHTON LANE,0
2024,CRERAND CIRCLE,0
2024,CRESCENT BEACH ROAD,0
2024,CRESCENT DRIVE,0
2024,CRESCENT HILL ROAD,0
2024,CRESCENT ROAD,0
2024,CREST HILL DRIVE,0
2024,CREST ROAD,0
2024,CREST STREET,0
2024,CREST VIEW DRIVE,0
2024,CREST WOOD CIRCLE,0
2024,CRESTFIELD DRIVE,0
2024,CRESTHILL DRIVE,0
2024,CRESTLINE ROAD,0
2024,CRESTON COURT,0
2024,CRESTVIEW DRIVE,0
2024,CRESTWAY LANE,0
2024,CRESTWOOD BOULEVARD,0
2024,CRICKET HILL DRIVE,0
2024,CRIMSON BRAMBLE ROAD,0
2024,CRITTENDEN BOULEVARD,0
2024,CRITTENDEN ROAD,1
2024,CRITTENDEN WAY,0
2024,CROCKETT DRIVE,0
2024,CROMBIE STREET,0
2024,CROMWELL DRIVE,0
2024,CROSBY LANE,0
2024,CROSMAN TERRACE,0
2024,CROSS BOW DRIVE,0
2024,CROSS GATES ROAD,0
2024,CROSS KEYS OFFICE PARK,0
2024,CROSS LANE,0
2024,CROSS RIDGE ROAD,0
2024,CROSSBOW DRIVE,0
2024,CROSSFIELD ROAD,0
2024,CROSSGATES ROAD,0
2024,CROSSMAN TERRACE,0
2024,CROSSOVER ROAD,0
2024,CROSSPOINTE LANE,0
2024,CROSSROADS LANE,0
2024,CROSSWINDS CIRCLE,0
2024,CROUCH STREET,0
2024,CROWN OAK DRIVE,0
2024,CROWNE POINTE DRIVE,0
2024,CROYDON ROAD,0
2024,CRYSTAL COMMONS DRIVE,0
2024,CRYSTAL CREEK DRIVE,0
2024,CRYSTAL SPRINGS LANE,0
2024,CRYSTAL VALLEY OVERLOOK,0
2024,CUBA PLACE,0
2024,CULDORF ALLEY,0
2024,CULDORF STREET,0
2024,CULLENS RUN,0
2024,CULVER AVENUE,0
2024,CULVER PARKWAY,0
2024,CULVER ROAD,3
2024,CULVERTON DRIVE,0
2024,CUMBERLAND AVENUE,0
2024,CUMBERLAND STREET,0
2024,CUMBERLAND WAY,0
2024,CUMMING STREET,0
2024,CUMMINGS STREET,0
2024,CUNNINGHAM STREET,0
2024,CURLEW STREET,0
2024,CURTICE PARK,0
2024,CURTICE ROAD,0
2024,CURTIS AVENUE,0
2024,CURTIS ROAD,1
2024,CURTIS STREET,0
2024,CURTIS T,0
2024,CURTISDALE LANE,0
2024,CUSTER STREET,0
2024,CUTLER STREET,0
2024,CUTTER DRIVE,0
2024,CYNTHIA LANE,0
2024,CYPRESS STREET,0
2024,COPPER KETTLE ROAD,0
2024,DA MALLIE STREET,0
2024,DA VINCI DRIVE,0
2024,DAFFODIL TRAIL,0
2024,DAHLIA DRIVE,0
2024,DAILEY ROAD,0
2024,DAISY STREET,0
2024,DAKE AVENUE,0
2024,DAKE STREET,0
2024,DAKELAND ROAD,0
2024,DAKIN STREET,0
2024,DAKOTA STREET,0
2024,DALAKER DRIVE,0
2024,DALE ROAD,0
2024,DALE STREET,0
2024,DALEY BOULEVARD,0
2024,DALIA LANE,0
2024,DALKEITH ROAD,0
2024,DALLAS DRIVE,0
2024,DALSTON ROAD,0
2024,DALTON ROAD,0
2024,DAMSEN ROAD,0
2024,DANA STREET,0
2024,DANBURY CIRCLE NORTH,0
2024,DANBURY CIRCLE SOUTH,0
2024,DANBURY CIRCLE,0
2024,DANBY DRIVE,0
2024,DANFORTH CRESCENT,0
2024,DANFORTH STREET,0
2024,DANGELO DRIVE,0
2024,DANIEL DRIVE,0
2024,DARIEN STREET,0
2024,DARROW STREET,0
2024,DARTFORD ROAD,0
2024,DARTMOUTH STREET,0
2024,DARWIN STREET,0
2024,DASH STREET,0
2024,DAUNTON DRIVE,0
2024,DAUS ALLEY,0
2024,DAVE PADDOCK WAY,0
2024,DAVID AVENUE,0
2024,DAVID DRIVE,0
2024,DAVIES AVENUE,0
2024,DAVIS ROAD,0
2024,DAVIS STREET,1
2024,DAVY DRIVE,0
2024,DAWIN STREET,0
2024,DAWN VALLEY DRIVE,0
2024,DAWNHAVEN DRIVE,0
2024,DAWSON STREET,0
2024,DAY PLACE,0
2024,DAYLILLY LANE,0
2024,DAYLILY LANE,0
2024,DAYNE STREET,0
2024,DAYTON STREET,0
2024,DAYTONA AVENUE,0
2024,DE JONGE STREET,0
2024,DE MALLIE STREET,0
2024,DE NEVE STREET,0
2024,DE PAUL DRIVE,0
2024,DEAN ROAD,0
2024,DEAN SPRING DRIVE,0
2024,DEARCOP DRIVE,0
2024,DEBBIE LANE,0
2024,DEBBY LANE,0
2024,DEEP ROCK ROAD,0
2024,DEEPROCK ROAD,0
2024,DEER CREEK ROAD,0
2024,DEER PATH DRIVE,0
2024,DEERBORNE LANE,0
2024,DEERFIELD DRIVE,0
2024,DEERHURST LANE,0
2024,DEJONGE STREET,0
2024,DEL MONTE STREET,0
2024,DELAINA ROSE CIRCLE,0
2024,DELAMAINE DRIVE,0
2024,DELAMAINE STREET,0
2024,DELANCEY COURT,0
2024,DELAND ACRES DRIVE,0
2024,DELAND PARK A,0
2024,DELAND PARK B,0
2024,DELANEY DRIVE,0
2024,DELANO STREET,0
2024,DELAWARE STREET,0
2024,DELEMERE BOULEVARD,0
2024,DELEVAN STREET,0
2024,DELLWOOD CIRCLE,0
2024,DELLWOOD DRIVE,0
2024,DELLWOOD ROAD,1
2024,DELMAR ROAD,0
2024,DELMAR STREET,0
2024,DELRAY ROAD,0
2024,DELTA TERRACE,0
2024,DELWOOD DRIVE,0
2024,DEMETER DRIVE,0
2024,DEMING STREET,0
2024,DEMPSEY PLACE,0
2024,DENGLER STREET,0
2024,DENISE ROAD,2
2024,DENNING STREET,0
2024,DENONVILLE PLACE,0
2024,DENSMORE ROAD,0
2024,DENSMORE STREET,0
2024,DENVER STREET,0
2024,DEPARTURE ROAD,0
2024,DEPAUL DRIVE,0
2024,DEPEW STREET,0
2024,DEQUOIT AVENUE,0
2024,DERRICK DRIVE,0
2024,DESMOND ROAD,0
2024,DESMOND STREET,1
2024,DESPATCH DRIVE,0
2024,DESPATCH ROAD,0
2024,DESSIE HEIGHTS,0
2024,DEVILLE DRIVE,0
2024,DEVITT ROAD,0
2024,DEVON ROAD,0
2024,DEVONSHIRE CIRCLE,0
2024,DEVONSHIRE COURT,0
2024,DEVONWOOD LANE,0
2024,DEWBERRY DRIVE,0
2024,DEWEY AVENUE,13
2024,DEWEY MANOR DRIVE,0
2024,DEWEY STREET,0
2024,DEWITT ROAD,0
2024,DIAMOND PLACE,0
2024,DIANE PARK,0
2024,DIBBLES TRAIL,0
2024,DICKENSON ROAD,0
2024,DICKINSON ROAD,0
2024,DICKINSON STREET,0
2024,DICKINSON CROSSING,0
2024,DIEM STREET,0
2024,DIERDRE DRIVE,0
2024,DIKEMAN ROAD,0
2024,DIRINGER PLACE,0
2024,DISTRIBUTION LOOP,0
2024,DIVISION STREET,0
2024,DIX STREET,0
2024,DOBSON ROAD,0
2024,DOCUMENT DRIVE,0
2024,DODGE STREET,0
2024,DOERUN DRIVE,0
2024,DOEWOOD LANE,0
2024,DOGWOOD DRIVE,0
2024,DOLMAN DRIVE,0
2024,DOLORES DRIVE,0
2024,DONA LEA ROAD,0
2024,DONALD STREET,0
2024,DONCASTER DRIVE,0
2024,DONCASTER ROAD,0
2024,DONCASTER TR,0
2024,DONLON STREET,0
2024,DONNA MARIE CIRCLE,0
2024,DONNA ROAD,0
2024,DONOVAN STREET,0
2024,DORADO DRIVE,0
2024,DORAN STREET,0
2024,DORBETH ROAD,0
2024,DORCHESTER ROAD,0
2024,DORIAN LANE,0
2024,DORINGTON ROAD,0
2024,DORIS ROAD,0
2024,DORKING ROAD,0
2024,DOROTHY AVENUE,0
2024,DORSET STREET,0
2024,DORSETWOOD DRIVE,0
2024,DORSEY ROAD,0
2024,DORSTONE ROAD,0
2024,DORT CAMERON DRIVE,0
2024,DORTMUND CIRCLE,0
2024,DOUGLAS FIR DRIVE,0
2024,DOUGLAS ROAD,0
2024,DOVE STREET,0
2024,DOVE TREE LANE,0
2024,DOVEHILL CIRCLE,0
2024,DOVER PARK,0
2024,DOVETAIL LANE,0
2024,DOWLING PLACE,0
2024,DOWNS MEADOW COURT,0
2024,DOWNSVIEW DRIVE,0
2024,DRIVE SAMUEL MCCREE WAY,2
2024,DRIVE SAMUEL MCREE,0
2024,DRIVE SAMUEL MCREE WAY,0
2024,DRIVE SAMULE MCREE WAY,0
2024,DRAFFIN ROAD,0
2024,DRAKE DRIVE,0
2024,DRAKE ROAD,0
2024,DRAPER STREET,0
2024,DRESSER ROAD,0
2024,DREXEL DRIVE,0
2024,DREXHALL LANE,0
2024,DREXMORE ROAD,0
2024,DRIVEWAY,2
2024,DRIVEWAY ENTRANCE,0
2024,DRIVING PARK AVENUE,4
2024,DRIVING PARK BOULEVARD,0
2024,DRIVING PARK BRG,0
2024,DRIVING PARKAVE,0
2024,DRUID HILL PARK,0
2024,DRUMCLIFF WAY,0
2024,DRUMLIN VIEW DRIVE,0
2024,DRUMM ROAD,0
2024,DRURY LANE,0
2024,DRVING PARK AVENUE,0
2024,DRYDEN CIRCLE,0
2024,DRYER ALLEY,0
2024,DUBELBEISS LANE,0
2024,DUBLIN ROAD,0
2024,DUDLEY STREET,0
2024,DUEL DRIVE,0
2024,DUFFERN DRIVE,0
2024,DUGAN PLACE,0
2024,DUKE STREET,0
2024,DUMONT STREET,0
2024,DUNBAR ROAD,0
2024,DUNBAR STREET,0
2024,DUNBARTON DRIVE,0
2024,DUNBRIDGE CIRCLE,0
2024,DUNBRIDGE HTS,0
2024,DUNCOTT ROAD,0
2024,DUNDAS DRIVE,0
2024,DUNDEE DRIVE,0
2024,DUNMOW CRESCENT,0
2024,DUNN STREET,0
2024,DUNN TOWER DRIVE,0
2024,DUNNBRIDGE DRIVE,0
2024,DUNNING AVENUE,0
2024,DUNROVIN LANE,0
2024,DUNSMERE DRIVE,0
2024,DURAND BOULEVARD,0
2024,DURANT PLACE,0
2024,DURGIN STREET,0
2024,DURHAM STREET,0
2024,DURHAM WAY,0
2024,DURKAR LANE,0
2024,DURKIN ALLEY,0
2024,DURNAN STREET,0
2024,DURYEA DRIVE,0
2024,DUTCH VLY,0
2024,DUTCHESS DRIVE,0
2024,DUXBURY DRIVE,0
2024,DUXBURY ROAD,0
2024,DYSON STREET,0
2024,EAST BELLAQUA ESTATES DRIVE,0
2024,EAST BROAD STREET,0
2024,EAST BROOK ROAD,0
2024,EAST BUFFALO ROAD,0
2024,EAST BUFFALO STREET,0
2024,EAST CANAL ROAD,0
2024,EAST CHESTNUT STREET,0
2024,EAST CHURCH STREET,1
2024,EAST COMMERCIAL STREET,0
2024,EAST ELM STREET,0
2024,EAST FILBERT STREET,0
2024,EAST FORK LAKE ROAD,0
2024,EAST GRENADIER ROAD,0
2024,EAST HENRIETT ROAD,0
2024,EAST HENRIETTA ROAD,2
2024,EAST HICKORY STREET,0
2024,EAST HIGHLAND DRIVE,0
2024,EAST IVY STREET,0
2024,EAST J WILSON ROAD,0
2024,EAST JEFFERSON ROAD,3
2024,EAST LAKE AVENUE,0
2024,EAST LAKE ROAD,0
2024,EAST LINDEN AVENUE,0
2024,EAST MAIN STREET,6
2024,EAST MANITOU ROAD,0
2024,EAST MAPLE AVENUE,0
2024,EAST MORENO DRIVE,0
2024,EAST PARMA CENTER ROAD,0
2024,EAST RIDGE ROAD,11
2024,EAST RIVER ROAD,3
2024,EAST SPRUCE STREET,0
2024,EAST SQUIRE DRIVE,0
2024,EAGAN BOULEVARD,0
2024,EAGLE PINE WAY,0
2024,EAGLE RIDGE CIRCLE,0
2024,EAGLE ROCK DRIVE,0
2024,EAGLE STREET,0
2024,EAGLEHEAD PT,0
2024,EAGLEHEAD ROAD,0
2024,EAGLES LNDG,0
2024,EAGLESFIELD WAY,0
2024,EARL STREET,0
2024,EAST AIRPORT ROAD,0
2024,EAST AVENUE,2
2024,EAST BOULEVARD,1
2024,EAST DRIVE,0
2024,EAST GENESEE STREET,0
2024,EAST PARKWAY,0
2024,EAST PATH RISE,0
2024,EAST STREET,0
2024,EAST WALNUT STREET,0
2024,EASTBOURNE ROAD,0
2024,EASTBROOKE LANE,0
2024,EASTGATE DRIVE,0
2024,EASTLAND AVENUE,0
2024,EASTLAND ROAD,0
2024,EASTMAN AVENUE,0
2024,EASTMORELAND DRIVE,0
2024,EASTON CIRCLE,0
2024,EASTSIDE WAY,2
2024,EASTVIEW AVENUE,0
2024,EASTVIEW TERRACE,0
2024,EASTWOOD LANE,0
2024,EASTWOOD TRAIL,0
2024,EATON ROAD,0
2024,EBNER DRIVE,0
2024,EBSARY ROAD,0
2024,ECHO HILL DRIVE,0
2024,ECHO STREET,0
2024,EDDY STREET,0
2024,EDEN LANE,0
2024,EDENDERY CIRCLE,0
2024,EDENFIELD ROAD,0
2024,EDGE CREEK TRAIL,0
2024,EDGEBROOK LANE,0
2024,EDGECREEK TRAIL,0
2024,EDGELAND STREET,0
2024,EDGEMERE DRIVE,0
2024,EDGEMONT DRIVE,0
2024,EDGEMONT ROAD,0
2024,EDGEMOOR ROAD,0
2024,EDGERTON PARK,0
2024,EDGERTON STREET,0
2024,EDGEWATER LANE,0
2024,EDGEWOOD AVENUE,0
2024,EDINBURGH STREET,0
2024,EDITH STREET,0
2024,EDMOND STREET,0
2024,EDMONDS STREET,0
2024,EDMONTON ROAD,0
2024,EDMUNDS ROAD,0
2024,EDWARD LANE,0
2024,EDWARD STREET,0
2024,EDWARDS DEMING DRIVE,0
2024,EDYTH STREET,0
2024,EFNER DRIVE,0
2024,EGLANTINE ROAD,0
2024,EGRET DRIVE,0
2024,EIFFEL PLACE,0
2024,EILEEN CIRCLE,0
2024,EILEEN DRIVE,0
2024,EISENBERG PLACE,0
2024,EJ WILSON ROAD,0
2024,EL CENTRO DRIVE,0
2024,EL MAR DRIVE,0
2024,ELAINE DRIVE,0
2024,ELBA STREET,0
2024,ELBERT STREET,0
2024,ELDER STREET,0
2024,ELDERBERRY CIRCLE,0
2024,ELDORA DRIVE,0
2024,ELDORADO PLACE,0
2024,ELECTRIC AVENUE,1
2024,ELGIN STREET,0
2024,ELIZABETH PLACE,0
2024,ELK RIVER ROAD,0
2024,ELK STREET,0
2024,ELLICOT STREET,0
2024,ELLICOTT STREET,0
2024,ELLINGTON ROAD,0
2024,ELLINGWOOD DRIVE,0
2024,ELLINWOOD DRIVE,0
2024,ELLIS DRIVE,0
2024,ELLIS PLACE,0
2024,ELLISON AVENUE,0
2024,ELLISON HILLS DRIVE,0
2024,ELLISON PARK ROAD,0
2024,ELLISON STREET,0
2024,ELLSINORE STREET,0
2024,ELM,0
2024,ELM DRIVE,0
2024,ELM PLACE,0
2024,ELM RIDGE CENTER DRIVE,0
2024,ELM STREET,0
2024,ELM STREET EAST,0
2024,ELMBROOK DRIVE,0
2024,ELMCREST RISE,0
2024,ELMCROFT ROAD,0
2024,ELMDORF AVENUE,0
2024,ELMDORF STREET,0
2024,ELMERSTON ROAD,0
2024,ELMFORD ROAD,0
2024,ELMGROVE DRIVE,0
2024,ELMGROVE PARK,0
2024,ELMGROVE ROAD,0
2024,ELMGROVE ROAD EXTENSION,0
2024,ELMGUARD STREET,0
2024,ELMHURST STREET,0
2024,ELMORE DRIVE,0
2024,ELMORE ROAD,0
2024,ELMRIDGE CENTER DRIVE,0
2024,ELMTREE ROAD,0
2024,ELMWOOD AVENUE,8
2024,ELMWOOD DRIVE,0
2024,ELMWOOD HILL LANE,0
2024,ELMWOOD TERRACE,0
2024,ELSDON STREET,0
2024,ELTON STREET,0
2024,ELVIRA STREET,0
2024,ELWOOD DRIVE,0
2024,EMANON STREET,0
2024,EMBERGLOW LANE,0
2024,EMBURY ROAD,0
2024,EMERALD HILL CIRCLE,0
2024,EMERALD POINT,0
2024,EMERALD PT,0
2024,EMERSON AVENUE,0
2024,EMERSON STREET,1
2024,EMERSONST,0
2024,EMERY RUN,0
2024,EMILIA CIRCLE,0
2024,EMILY LANE,0
2024,EMILY STREET,0
2024,EMJAY LANE,0
2024,EMMETT STREET,0
2024,EMORY RISE,0
2024,EMPIRE,2
2024,EMPIRE BOULEVARD,3
2024,EMPIRTE BOULEVARD,0
2024,ENDICAR DRIVE,0
2024,ENFIELD DRIVE,0
2024,ENGEL PLACE,0
2024,ENGLERT STREET,0
2024,ENGLISH ROAD,0
2024,ENGLISH ROAD BRITTON ROAD,0
2024,ENGLISH STATION ROAD,0
2024,ENSIGN DRIVE,0
2024,ENTERPRISE STREET,0
2024,ENTRESS DRIVE,0
2024,ENWRIGHT DRIVE,0
2024,EPISCOPAL AVENUE,0
2024,EPPING WAY,0
2024,EPWORTH STREET,2
2024,ERATH DRIVE,0
2024,ERICSSON STREET,0
2024,ERIE CANAL DRIVE,0
2024,ERIE CRESCENT,0
2024,ERIE MANOR LANE,0
2024,ERIE STREET,0
2024,ERIE STATION ROAD,0
2024,ERIN LANE,0
2024,ERION CRESCENT,0
2024,ERNESTINE STREET,0
2024,ERNST STREET,0
2024,ESCENA RISE,0
2024,ESPLANADE DRIVE,0
2024,ESSEX DRIVE,0
2024,ESSEX STREET,0
2024,ESSLA DRIVE,0
2024,ESTALL ROAD,0
2024,ESTATES DRIVE,0
2024,ESTERNAY LANE,0
2024,ESTES STREET,0
2024,ETHEL STREET,0
2024,ETHERINGTON CRESCENT,0
2024,EUCLID STREET,0
2024,EUGENE STREET,0
2024,EULER ROAD,0
2024,EUSTON ROAD,0
2024,EVA PLACE,0
2024,EVANDALE ROAD,0
2024,EVANGELINE STREET,0
2024,EVANWOOD DRIVE,0
2024,EVELYN DRIVE,0
2024,EVELYN STREET,0
2024,EVENTIDE LANE,0
2024,EVERCLAY DRIVE,0
2024,EVERETT DRIVE,0
2024,EVERETT STREET,0
2024,EVERGREEN CIRCLE,0
2024,EVERGREEN DRIVE,0
2024,EVERGREEN ROAD,0
2024,EVERGREEN STREET,0
2024,EVERTON RUN,0
2024,EVERWILD LANE,0
2024,EVERWILD VW,0
2024,EWALD DRIVE,0
2024,EXCHANGE BOULEVARD,2
2024,EXCHANGE STREET,0
2024,STATE ROUTE 390 TO RI,0
2024,STATE ROUTE 390 TO BE,0
2024,STATE ROUTE 390 TO VINTAGE LANE,0
2024,STATE ROUTE 390 TO LATTA ROAD,0
2024,EYER PARK,0
2024,EZIO DRIVE,0
2024,FACTORY STREET,0
2024,FACULTY ROAD,0
2024,FAIR AVENUE,0
2024,FAIR OAKS AVENUE,0
2024,FAIR PLACE,0
2024,FAIR STREET,0
2024,FAIRBANKS ROAD,1
2024,FAIRBANKS STREET,0
2024,FAIRBOURNE PARK,0
2024,FAIRCHILD ROAD,0
2024,FAIRCREST ROAD,0
2024,FAIRFAX ROAD,0
2024,FAIRFAX STREET,0
2024,FAIRFIELD DRIVE,0
2024,FAIRGATE STREET,0
2024,FAIRHAVEN ROAD,0
2024,FAIRHILL DRIVE,0
2024,FAIRHOLM DRIVE,0
2024,FAIRLANE DRIVE,0
2024,FAIRLAWN DRIVE,0
2024,FAIRLEA ROAD,0
2024,FAIRMEADOW DRIVE,0
2024,FAIRMOUNT AVENUE,0
2024,FAIRMOUNT STREET,0
2024,FAIRPOINT DRIVE,0
2024,FAIRPORT NINE MILE PNT ROAD,0
2024,FAIRPORT NINE MILE POINT ROAD,3
2024,FAIRPORT NINE MILE PT ROAD,0
2024,FAIRPORT NINEMILE POINT ROAD,0
2024,FAIRPORT PARK,0
2024,FAIRPORT ROAD,1
2024,FAIRPORT VILLAGE LANDING,0
2024,FAIRPORT VILLAGE LNDG,0
2024,FAIRVIEW AVENUE,0
2024,FAIRVIEW DRIVE,0
2024,FAIRVIEW HEIGHTS,0
2024,FAIRVIEW HTS,0
2024,FAIRVIEW ROAD,0
2024,FAIRWAY CROSSING,0
2024,FAIRWOOD DRIVE,0
2024,FALCON CREST DRIVE,0
2024,FALCON DRIVE,0
2024,FALCON LANE,0
2024,FALCON LANE EAST,0
2024,FALCON STREET,0
2024,FALCON TRAIL,0
2024,FALKIRK PLACE,0
2024,FALL MEADOW DRIVE,0
2024,FALLBROOK CIRCLE,0
2024,FALLESON ROAD,0
2024,FALLING BROOK ROAD,0
2024,FALLING CREEK ROAD,0
2024,FALLWOOD TERRACE,0
2024,FALMOUTH STREET,0
2024,FALSTAFF ROAD,0
2024,FARADAY STREET,0
2024,FARBRIDGE STREET,0
2024,FARIPORT ROAD,0
2024,FARLEIGH AVENUE,0
2024,FARM BROOK DRIVE,0
2024,FARMINGTON ROAD,0
2024,FARMSTEAD COURT,0
2024,FARMVIEW LANE,0
2024,FARNSWORTH ROAD NORTH,0
2024,FARNSWORTH ROAD,0
2024,FARNUM LANE,0
2024,FARRAGUT STREET,0
2024,FARRELL ROAD,0
2024,FARRELL ROAD EXTENSION,0
2024,FARRINGTON PLACE,0
2024,FAVARA CIRCLE,0
2024,FAVOR STREET,0
2024,FAWN HILL ROAD,0
2024,FAWN RIDGE ROAD,0
2024,FAWN WOOD DRIVE,0
2024,FAYETTE STREET,0
2024,FEDERAL STREET,0
2024,FEDEX WAY,0
2024,FELIX STREET,0
2024,FELLOWS ROAD,0
2024,FENCE STREET,0
2024,FENCEWOOD LANE,0
2024,FENTON ROAD,0
2024,FENWICK STREET,0
2024,FERN CASTLE DRIVE,0
2024,FERNBORO ROAD,0
2024,FERNCLIFFE DRIVE,0
2024,FERNDALE CIRCLE,0
2024,FERNDALE CRESCENT,0
2024,FERNWOOD AVENUE,0
2024,FERNWOOD DRIVE,0
2024,FERNWOOD PARK,0
2024,FERNWOOD PIKE,0
2024,FERRANO STREET,0
2024,FERRIS STREET,0
2024,FESSENDEN STREET,0
2024,FETZNER ROAD,1
2024,FIDDLERS HOLW,0
2024,FIELD STREET,0
2024,FIELDING ROAD,0
2024,FIELDWOOD DRIVE,0
2024,FIEN STREET,0
2024,FIESTA ROAD,0
2024,FILBERT PLACE,0
2024,FILBERT STREET WEST,0
2024,FILINGHAM DRIVE,0
2024,FILKINS STREET,0
2024,FILLINGHAM DRIVE,0
2024,FILLMORE STREET,0
2024,FILON AVENUE,0
2024,FINCH STREET,0
2024,FINCHINGFIELD LANE,0
2024,FINN ROAD,0
2024,FINNEY STREET,0
2024,FINNIAN GLEN,0
2024,FINUCANE ROAD,0
2024,FIRESTONE DRIVE,1
2024,FISHELL ROAD,0
2024,FISHER ROAD,0
2024,FISHER STREET,0
2024,FISHERMANS COVE,0
2024,FISHERS ROAD,0
2024,FITCH STREET,0
2024,FITZHUGH PLACE SOUTH,0
2024,FITZHUGH STREET NORTH,0
2024,FITZHUGH STREET SOUTH,0
2024,FITZPATRICK TRAIL,0
2024,FIVE MILE LINE ROAD,6
2024,FIVE POINTS ROAD,0
2024,FLAGSTAFF DRIVE,0
2024,FLAMINGO DRIVE,0
2024,FLANDERS PLACE,0
2024,FLANDERS STREET,0
2024,FLASTAFF ROAD,0
2024,FLATT ROAD,0
2024,FLEETWOOD DRIVE,0
2024,FLEMING CREEK CIRCLE,0
2024,FLEMING STREET,0
